;abastecimento;acessórias;ADEQUAÇÃO;água;atracação;Bolognesi;caldeiras;capacidade;Captação;ciclo;Companhia;construção;construir;Consumidores;contratada;contrato;desligamento;desligamentos;distribuição;dólar;eficiência;Efluentes;energética;EQUIPAMENTOS;esboço;ESTRUTURAS;fábrica;Fepam;Fonte;funcionamento;Furg;gasoduto;geração;incentivos;indústrias;iniciem;Inovação;instalação;licença;licenças;licenciamento;Líquidos;meia;Muita;Nema;oportunizados;perspectivas;pico;píer;píeres;POSTE;potência;presenças;RECONDUTORAMENTO;REDE;regaseificação;secretário;segredo;serviços;subestações;tópico;transmissão;Triunfo;turbina;turbinas;Usina;vapor
140963;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
141005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141043;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141084;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141126;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141171;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;8,00;0;0;0;0;0;0;0;0
141284;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141341;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
141400;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141516;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
141581;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
141636;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
141700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141762;2,00;0;0;2,00;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;1,00;0;0;0;0;0;0;0;0
141763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141764;1,00;1,00;0;4,00;1,00;10,00;1,00;3,00;1,00;2,00;0;1,00;0;0;1,00;1,00;0;0;1,00;1,00;1,00;2,00;2,00;0;1,00;0;1,00;1,00;1,00;1,00;1,00;5,00;1,00;1,00;1,00;1,00;1,00;9,00;1,00;2,00;1,00;1,00;0;0;1,00;1,00;1,00;2,00;1,00;1,00;0;1,00;1,00;0;0;3,00;1,00;0;0;0;1,00;2,00;1,00;1,00;1,00;14,00;1,00
141817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142069;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
142140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142203;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
142272;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
142348;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
142424;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
142500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142564;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
142633;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
142701;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
142767;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
142824;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
142893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143774;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
143783;3,00;0;0;3,00;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;0
143833;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
143886;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
143936;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
143992;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
144047;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;2,00;0;0;0;4,00;0;0;0;0;0;0;0;0
144092;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
144136;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
144292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144563;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
144667;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
144717;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
144774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144850;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
144908;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
144962;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
145017;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
145062;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
145112;0;0;2,00;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;2,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
145198;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
145252;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
145322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145660;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
145748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145811;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
145868;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
145932;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
145988;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
146063;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
146124;0;0;1,00;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
146180;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
146240;0;0;1,00;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;1,00;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
146365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146505;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
146566;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
146712;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
146773;0;0;1,00;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
146833;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
146887;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
146955;0;0;1,00;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
